"";"classe 1";"classe 2"
"l";75,506;-75,506
"un";1,848;-1,848
"d";26,505;-26,505
"qui";0,007;-0,007
"pour";-6,846;6,846
"je";1,62;-1,62
"vous";18,511;-18,511
"on";-22,719;22,719
"faire";-37,142;37,142
"il";-0,255;0,255
"ce";13,114;-13,114
"une";8,27;-8,27
"mais";-6,7;6,7
"ça";-47,212;47,212
"qu";-3,397;3,397
"dans";-6,73;6,73
"plus";-16,233;16,233
"du";2,004;-2,004
"sur";38,153;-38,153
"ils";-65,73;65,73
"si";-8,582;8,582
"tout";-32,759;32,759
"tu";0,122;-0,122
"y";-20,201;20,201
"se";-37,947;37,947
"pouvoir";-0,334;0,334
"au";-6,75;6,75
"bien";-1,16;1,16
"avec";-0,14;0,14
"dire";5,54;-5,54
"j";-12,183;12,183
"ou";18,859;-18,859
"comme";-0,989;0,989
"même";-0,01;0,01
"par";9,856;-9,856
"s";-0,162;0,162
"nous";-12,841;12,841
"falloir";-8,848;8,848
"personne";-2,142;2,142
"quand";-3,927;3,927
"non";0,001;-0,001
"rien";-4,931;4,931
"ces";-1,356;1,356
"savoir";-0,218;0,218
"bon";-11,675;11,675
"devoir";-2,78;2,78
"votre";30,271;-30,271
"cette";0,003;-0,003
"vouloir";-0,329;0,329
"leur";-23,327;23,327
"oui";1,784;-1,784
"alors";-0,67;0,67
"donc";2,361;-2,361
"t";-8,243;8,243
"sans";5,449;-5,449
"aussi";-3,56;3,56
"juste";6,366;-6,366
"elle";3,527;-3,527
"me";-1,413;1,413
"très";0,433;-0,433
"tous";-2,716;2,716
"quoi";-1,683;1,683
"encore";-1,508;1,508
"aux";-0,474;0,474
"son";0,471;-0,471
"mon";2,614;-2,614
"autres";-0,974;0,974
"là";-9,803;9,803
"où";-5,909;5,909
"peu";-1,642;1,642
"cela";8,333;-8,333
"moi";-8,283;8,283
"toi";-1,721;1,721
"toujours";-1,952;1,952
"ton";-0,202;0,202
"déjà";-0,818;0,818
"te";-3,362;3,362
"jamais";-2,414;2,414
"avant";0,025;-0,025
"pourquoi";4,213;-4,213
"merci";7,242;-7,242
"parce_que";-1,768;1,768
"autre";-5,595;5,595
"car";-1,507;1,507
"ses";0,388;-0,388
"après";-19,209;19,209
"contre";22,14;-22,14
"sa";-0,337;0,337
"notre";-5,507;5,507
"an";-4,585;4,585
"m";-0,022;0,022
"moins";-0,003;0,003
"beaucoup";-0,27;0,27
"ceux";-3,623;3,623
"mieux";-3,241;3,241
"nos";-18,935;18,935
"trop";-1,768;1,768
"leurs";0,003;-0,003
"croire";0,218;-0,218
"vos";31,814;-31,814
"comment";0,676;-0,676
"surtout";1,312;-1,312
"mal";-0,658;0,658
"quel";3,344;-3,344
"eux";-17,799;17,799
"ma";0,001;-0,001
"toute";-3,071;3,071
"lui";-4,443;4,443
"depuis";-0,882;0,882
"point";17,853;-17,853
"chez";-14,762;14,762
"ni";1,571;-1,571
"aucun";16,619;-16,619
"ici";0,131;-0,131
"entre";4,247;-4,247
"aucune";7,249;-7,249
"deux";0,128;-0,128
"ta";0,279;-0,279
"tant";-0,001;0,001
"2";-0,159;0,159
"certains";0,867;-0,867
"toutes";2,139;-2,139
"quelle";-2,113;2,113
"peut_être";-0,211;0,211
"chaque";-5,775;5,775
"ah";4,059;-4,059
"quelque";-21,149;21,149
"1";0,848;-0,848
"souvent";0,473;-0,473
"sous";0,319;-0,319
"mes";-0,484;0,484
"elles";0,147;-0,147
"plein";-27,054;27,054
"tes";0,426;-0,426
"aujourd_hui";-1,589;1,589
"ailleurs";-1,398;1,398
"bravo";-4,72;4,72
"maintenant";-0,959;0,959
"autant";-0,378;0,378
"dont";0,228;-0,228
"assez";-0,645;0,645
"quelqu_un";-1,684;1,684
"cet";1,461;-1,461
"3";-1,086;1,086
"quelques";-2,558;2,558
"bah";-3,792;3,792
"force";0,921;-0,921
"enfin";-5,935;5,935
"sinon";1,122;-1,122
"plusieurs";2,489;-2,489
"4";-6,016;6,016
"voilà";0,429;-0,429
"mêmes";-0,433;0,433
"fort";0;0
"pourtant";-2,239;2,239
"loin";-0,702;0,702
"10";-1,886;1,886
"ensuite";0;0
"ben";-3,159;3,159
"chacun";-0,672;0,672
"certaines";3,461;-3,461
"partout";-0,754;0,754
"ok";-2,684;2,684
"5";-9,698;9,698
"pendant";-8,139;8,139
"dommage";-0,251;0,251
"derrière";3,39;-3,39
"hein";-0,154;0,154
"selon";3,909;-3,909
"sauf";-0,943;0,943
"puis";0,001;-0,001
"ainsi";0,542;-0,542
"dessus";-2,35;2,35
"monsieur";-0,002;0,002
"attention";0,947;-0,947
"celui";0,28;-0,28
"longtemps";2,841;-2,841
"parfois";0,633;-0,633
"ouais";-3,355;3,355
"hors";6,584;-6,584
"vers";0,833;-0,833
"certain";-2,448;2,448
"tiens";6,751;-6,751
"combien";-1,493;1,493
"100";3,34;-3,34
"dès";0,596;-0,596
"devant";-0,841;0,841
"20";0,596;-0,596
"presque";-1,216;1,216
"6";-4,916;4,916
"plupart";1,042;-1,042
"million";-0,628;0,628
"envers";-0,358;0,358
"tel";0,303;-0,303
"lors";0,053;-0,053
"vite";-3,155;3,155
"oh";-6,456;6,456
"concernant";2,783;-2,783
"anti";9,883;-9,883
"50";0,091;-0,091
"30";-1,552;1,552
"tard";-4,874;4,874
"soi";-0,525;0,525
"celle";2,247;-2,247
"autour";-1,982;1,982
"grâce";-1,313;1,313
"15";-1,018;1,018
"0";1,699;-1,699
"merde";-4,846;4,846
"celles";2,799;-2,799
"madame";0,004;-0,004
"e";0,177;-0,177
"jusqu_à";-5,385;5,385
"quelles";0,305;-0,305
"lorsque";0,031;-0,031
"7";-1,193;1,193
"2025";1,259;-1,259
"lorsqu";7,866;-7,866
"certaine";0,031;-0,031
"malgré";-1,398;1,398
"vive";-1,28;1,28
"afin";13,187;-13,187
"puisque";5,227;-5,227
"moindre";0,007;-0,007
"laquelle";1,667;-1,667
"d_abord";-0,318;0,318
"dehors";-3,246;3,246
"pardon";-2,75;2,75
"cependant";6,529;-6,529
"25";-1,163;1,163
"000";-3,223;3,223
"durant";-0,001;0,001
"certes";-0,834;0,834
"40";1,667;-1,667
"telle";-0,136;0,136
"eh";0,378;-0,378
"quels";1,675;-1,675
"jusqu_au";-5,827;5,827
"haha";2,357;-2,357
"différents";0,34;-0,34
"davantage";3,09;-3,09
"x";-0,136;0,136
"demain";-5,172;5,172
"dame";-1,747;1,747
"ceci";3,209;-3,209
"80";-0,136;0,136
"200";11,834;-11,834
"18";4,046;-4,046
"16";-0,136;0,136
"tels";0,659;-0,659
"pseudo";6,603;-6,603
"or";0,103;-0,103
"hier";-4,53;4,53
"euh";-0,028;0,028
"vôtre";2,432;-2,432
"ouf";0,302;-0,302
"nul";-3,903;3,903
"lequel";1,112;-1,112
"gare";-5,459;5,459
"divers";9,454;-9,454
"2000";0,302;-0,302
"trois";-0,596;0,596
"mille";-4,495;4,495
"eux_mêmes";-0,063;0,063
"con";-0,596;0,596
"uns";-0,32;0,32
"suivant";-0,32;0,32
"quant";7,147;-7,147
"près";2,54;-2,54
"parmi";6,032;-6,032
"nulle";0,601;-0,601
"n_est_ce_pas";0,046;-0,046
"dedans";-0,819;0,819
"90";-4,103;4,103
"9";-0,119;0,119
"17";-0,011;0,011
"voire";0,226;-0,226
"pis";-0,476;0,476
"mince";-1,138;1,138
"in";0,226;-0,226
"environ";-1,621;1,621
"aucunement";7,885;-7,885
"12";-0,011;0,011
"hop";-2,195;2,195
"ci";1,874;-1,874
"celle_ci";0,578;-0,578
"arrière";-5,22;5,22
"8";0,023;-0,023
"60";0,023;-0,023
"voici";1,151;-1,151
"via";2,93;-2,93
"lendemain";-2,195;2,195
"jusqu";-4,495;4,495
"26";-0,711;0,711
"2026";-0,711;0,711
"soi_même";-1,615;1,615
"salut";2,022;-2,022
"moi_même";0,006;-0,006
"f";-0,357;0,357
"celui_ci";0,56;-0,56
"bye";-1,722;1,722
"70";-0,357;0,357
"11";-0,357;0,357
"1000";-1,615;1,615
"volontiers";0,151;-0,151
"tien";-1,081;1,081
"quasi";0,151;-0,151
"puisqu";3,299;-3,299
"o";-1,081;1,081
"45";1,215;-1,215
"32";-0,106;0,106
"19";-0,106;0,106
"14";-1,081;1,081
"v";0;0
"toutefois";2,275;-2,275
"lui_même";-0,611;0,611
"hélas";-0,611;0,611
"elle_même";5,16;-5,16
"diverses";-2,386;2,386
"demi";-2,386;2,386
"bof";2,275;-2,275
"b";-0,611;0,611
"27";-2,386;2,386
"24";-0,238;0,238
"vis_à_vis";-0,238;0,238
"quelconque";1,347;-1,347
"quatre";-1,722;1,722
"néanmoins";-0,238;0,238
"mm";0,113;-0,113
"mienne";-0,238;0,238
"mien";-1,722;1,722
"lesquels";7,893;-7,893
"htag_cqfd";-1,722;1,722
"heu";1,347;-1,347
"g";-4,565;4,565
"celui_là";1,347;-1,347
"auquel";3,941;-3,941
"au_dessus";-1,722;1,722
"2024";0,113;-0,113
"13";-0,238;0,238
"à_l_encontre";2,761;-2,761
"tandis_que";0,575;-0,575
"soudain";6,577;-6,577
"outre";0,575;-0,575
"lesquelles";0,575;-0,575
"chouette";0,575;-0,575
"auxquels";-0,021;0,021
"autrui";-0,021;0,021
"auparavant";-0,021;0,021
"75";-1,097;1,097
"31";-0,021;0,021
"300";-1,097;1,097
"23";-1,097;1,097
"22";-1,097;1,097
"2023";2,761;-2,761
"2021";0,575;-0,575
"2001";-0,021;0,021
"vous_même";1,649;-1,649
"tienne";1,649;-1,649
"telles";-0,54;0,54
"sien";0,075;-0,075
"quoique";-0,54;0,54
"neuf";-0,54;0,54
"jusque";1,649;-1,649
"hormis";0,075;-0,075
"hello";0,075;-0,075
"ha";-2,282;2,282
"dix";-3,043;3,043
"dessous";0,075;-0,075
"aucuns";-0,54;0,54
"amen";-3,043;3,043
"600";-3,043;3,043
"500";0,075;-0,075
"39";0,075;-0,075
"21";-0,54;0,54
"2022";-0,54;0,54
"2018";0,075;-0,075
"vingt";0,674;-0,674
"u";0,674;-0,674
"to";0,674;-0,674
"six";3,946;-3,946
"siens";-0,119;0,119
"sienne";-0,119;0,119
"nôtre";-2,282;2,282
"na";3,946;-3,946
"mouais";0,674;-0,674
"mme";-0,119;0,119
"miens";-0,119;0,119
"elles_mêmes";-0,119;0,119
"diable";-2,282;2,282
"cinq";-0,119;0,119
"ci_dessus";3,946;-3,946
"ceux_là";-0,119;0,119
"celles_ci";3,946;-3,946
"auxquelles";0,674;-0,674
"autrefois";0,674;-0,674
"aucunes";-0,119;0,119
"99";-0,119;0,119
"71";-0,119;0,119
"66";-2,282;2,282
"65";-0,119;0,119
"55";-2,282;2,282
"48";-0,119;0,119
"400";-0,119;0,119
"28";-0,119;0,119
"2030";-0,119;0,119
"2027";3,946;-3,946
"2014";3,946;-3,946
"2010";-0,119;0,119
"1982";-2,282;2,282
"1980";-0,119;0,119
"120";-2,282;2,282
"*rts_i";0;0
"*i_0501";8,142;-8,142
"*postLikes_5000";2,045;-2,045
"*postComments_64";13,868;-13,868
"*postReposts_21";-0,116;0,116
"*postDate_18-11-2025";1,561;-1,561
"*commentDate_19-11-2025";3,739;-3,739
"*commentLikes_1";-7,049;7,049
"*lang_fr";0;0
"*commentDate_18-11-2025";0,377;-0,377
"*commentLikes_211";0,038;-0,038
"*commentLikes_4";-0,32;0,32
"*commentDate_20-11-2025";-2,084;2,084
"*commentLikes_0";-0,08;0,08
"*commentLikes_2";3,025;-3,025
"*commentLikes_12";1,727;-1,727
"*commentLikes_8";-0,034;0,034
"*commentLikes_3";0,408;-0,408
"*commentLikes_5";2,421;-2,421
"*i_0502";-2,282;2,282
"*postLikes_10300";-7,936;7,936
"*postComments_79";13,224;-13,224
"*postReposts_109";-2,282;2,282
"*i_0503";-0,093;0,093
"*postLikes_5400";3,787;-3,787
"*postComments_580";-0,093;0,093
"*postReposts_31";0,515;-0,515
"*postDate_19-11-2025";7,324;-7,324
"*commentLikes_21";-0,107;0,107
"*commentLikes_11";-1,168;1,168
"*commentLikes_36";0,264;-0,264
"*commentLikes_67";-0,357;0,357
"*commentLikes_7";0,055;-0,055
"*commentDate_24-11-2025";28,84;-28,84
"*commentDate_25-11-2025";1,385;-1,385
"*commentLikes_192";0,038;-0,038
"*commentLikes_18";-1,049;1,049
"*commentLikes_6";0,384;-0,384
"*commentDate_22-11-2025";4,219;-4,219
"*commentDate_23-11-2025";-4,589;4,589
"*commentLikes_25";-0,195;0,195
"*commentLikes_38";-0,42;0,42
"*commentDate_21-11-2025";-8,383;8,383
"*commentLikes_10";3,597;-3,597
"*i_0505";11,856;-11,856
"*postLikes_6400";7,072;-7,072
"*postComments_202";11,856;-11,856
"*postReposts_17";-2,504;2,504
"*commentLikes_17";1,082;-1,082
"*commentLikes_23";-0,075;0,075
"*commentLikes_82";-4,565;4,565
"*commentLikes_24";5,196;-5,196
"*commentLikes_48";0,075;-0,075
"*i_0506";-0,106;0,106
"*postLikes_679";-0,106;0,106
"*postComments_14";-1,047;1,047
"*postReposts_10";43,785;-43,785
"*i_0507";3,912;-3,912
"*postLikes_4800";8,492;-8,492
"*postComments_24";0,238;-0,238
"*postReposts_61";2,245;-2,245
"*commentLikes_29";-0,001;0,001
"*commentDate_2-12-2025";-0,611;0,611
"*i_0508";-0,819;0,819
"*postLikes_4500";-3,621;3,621
"*postComments_86";-2,211;2,211
"*postReposts_41";-1,189;1,189
"*i_0509";-1,722;1,722
"*postLikes_1800";2,593;-2,593
"*postComments_29";-2,09;2,09
"*commentLikes_39";-3,903;3,903
"*i_0510";1,121;-1,121
"*postLikes_23000";1,121;-1,121
"*postComments_58";6,756;-6,756
"*postReposts_129";1,121;-1,121
"*commentLikes_30";-0,125;0,125
"*commentLikes_9";1,84;-1,84
"*i_0511";10,112;-10,112
"*postLikes_3600";-0,195;0,195
"*postComments_96";-0,863;0,863
"*postReposts_28";-4,35;4,35
"*commentLikes_81";-0,119;0,119
"*commentLikes_383";0,674;-0,674
"*commentLikes_13";0,92;-0,92
"*commentLikes_61";-1,097;1,097
"*commentLikes_19";0;0
"*commentLikes_94";0,075;-0,075
"*i_0512";1,315;-1,315
"*postLikes_10100";-0,313;0,313
"*postComments_39";1,673;-1,673
"*postReposts_102";0,068;-0,068
"*i_0513";-0,711;0,711
"*postComments_41";1,044;-1,044
"*postReposts_88";19,447;-19,447
"*commentLikes_16";-0,453;0,453
"*commentLikes_127";0,674;-0,674
"*commentLikes_22";0,053;-0,053
"*i_0514";-0,042;0,042
"*postLikes_2900";-0,606;0,606
"*postComments_37";-1,313;1,313
"*postReposts_18";4,828;-4,828
"*i_0515";-6,003;6,003
"*postLikes_3200";-3,781;3,781
"*postComments_77";-4,095;4,095
"*postReposts_16";-8,591;8,591
"*postDate_20-11-2025";-14,09;14,09
"*commentLikes_41";0,264;-0,264
"*commentLikes_203";-0,761;0,761
"*commentLikes_46";-0,32;0,32
"*i_0516";0,103;-0,103
"*postLikes_4000";0,504;-0,504
"*postComments_38";-0,61;0,61
"*postReposts_5";0,435;-0,435
"*commentLikes_43";0,302;-0,302
"*commentLikes_50";0,201;-0,201
"*commentLikes_117";0,674;-0,674
"*commentLikes_104";-0,119;0,119
"*i_0517";-3,043;3,043
"*postLikes_1700";44,953;-44,953
"*postComments_22";-1,26;1,26
"*postReposts_4";-0,506;0,506
"*i_0518";-0,238;0,238
"*postLikes_3000";-8,295;8,295
"*postComments_17";0,871;-0,871
"*postReposts_13";13,374;-13,374
"*commentLikes_65";1,215;-1,215
"*i_0519";-1,097;1,097
"*postLikes_3400";-4,042;4,042
"*postComments_25";-1,912;1,912
"*i_0520";-4,53;4,53
"*postLikes_17500";-4,53;4,53
"*postComments_78";-1,753;1,753
"*postReposts_93";-4,53;4,53
"*commentLikes_20";1,301;-1,301
"*i_0521";-3,446;3,446
"*postLikes_4100";-0,235;0,235
"*postComments_35";-3,585;3,585
"*postReposts_101";-13,958;13,958
"*commentLikes_68";0,075;-0,075
"*commentLikes_103";-0,021;0,021
"*i_0522";0;0
"*postLikes_5100";-2,005;2,005
"*postComments_119";-0,531;0,531
"*commentLikes_207";-2,282;2,282
"*i_0523";-0,009;0,009
"*postLikes_4400";-0,016;0,016
"*postComments_127";0,11;-0,11
"*postReposts_150";-7,766;7,766
"*commentLikes_27";2,247;-2,247
"*i_0524";0,674;-0,674
"*postLikes_7800";0,491;-0,491
"*postComments_16";2,825;-2,825
"*i_0525";0,038;-0,038
"*postLikes_1300";0,034;-0,034
"*postComments_50";0,819;-0,819
"*postReposts_24";-0,651;0,651
"*i_0526";-9,072;9,072
"*postLikes_16000";-9,242;9,242
"*postComments_255";-9,072;9,072
"*postReposts_184";-9,072;9,072
"*commentDate_31-12-2025";-1,722;1,722
"*commentLikes_88";-0,54;0,54
"*commentLikes_149";-0,761;0,761
"*commentDate_3-12-2025";-0,119;0,119
"*commentDate_1-12-2025";-0,611;0,611
"*commentDate_29-11-2025";-1,138;1,138
"*commentDate_27-11-2025";-0,119;0,119
"*i_0527";0,038;-0,038
"*postLikes_1500";-0,1;0,1
"*postReposts_3";-3,185;3,185
"*i_0528";-11,104;11,104
"*postLikes_7200";-32,828;32,828
"*postComments_235";-11,104;11,104
"*postDate_21-11-2025";-8,188;8,188
"*commentLikes_120";-0,54;0,54
"*commentLikes_318";-0,761;0,761
"*commentLikes_195";-1,521;1,521
"*commentLikes_111";2,63;-2,63
"*commentLikes_57";-0,119;0,119
"*commentLikes_33";1,179;-1,179
"*commentLikes_32";-0,318;0,318
"*commentLikes_52";0,555;-0,555
"*commentLikes_72";0,151;-0,151
"*commentLikes_40";-0,106;0,106
"*commentLikes_14";-1,183;1,183
"*commentDate_26-11-2025";10,112;-10,112
"*i_0529";-0,54;0,54
"*postComments_5";-0,476;0,476
"*postReposts_7";4,769;-4,769
"*i_0530";1,347;-1,347
"*postLikes_1100";1,185;-1,185
"*commentLikes_26";0,001;-0,001
"*i_0531";3,353;-3,353
"*postLikes_12300";-0,204;0,204
"*postComments_162";3,353;-3,353
"*postReposts_303";3,353;-3,353
"*commentDate_5-12-2025";-0,021;0,021
"*commentLikes_47";-0,611;0,611
"*commentLikes_199";-0,761;0,761
"*i_0532";-0,238;0,238
"*postLikes_1200";3,576;-3,576
"*commentLikes_15";0,046;-0,046
"*i_0533";-3,043;3,043
"*postLikes_9200";-0,238;0,238
"*postComments_131";1,028;-1,028
"*i_0535";0,189;-0,189
"*postComments_18";-0,035;0,035
"*i_0536";-1,521;1,521
"*postLikes_6300";12,983;-12,983
"*postComments_10";1,137;-1,137
"*postReposts_37";0,011;-0,011
"*i_0537";-1,672;1,672
"*postLikes_7500";-1,672;1,672
"*postComments_122";0,059;-0,059
"*postReposts_33";-8,789;8,789
"*commentLikes_391";1,315;-1,315
"*commentLikes_60";-0,54;0,54
"*commentLikes_42";-2,147;2,147
"*commentLikes_79";-2,195;2,195
"*i_0538";-5,22;5,22
"*postComments_42";-1,255;1,255
"*commentLikes_69";1,347;-1,347
"*i_0539";-0,54;0,54
"*postComments_30";-0,195;0,195
"*postReposts_78";-1,097;1,097
"*i_0540";-0,238;0,238
"*postLikes_953";-0,238;0,238
"*postReposts_2";1,541;-1,541
"*i_0541";-0,611;0,611
"*postLikes_15800";-0,611;0,611
"*postComments_70";-0,132;0,132
"*postReposts_203";-0,611;0,611
"*postDate_22-11-2025";14,301;-14,301
"*commentDate_30-11-2025";1,215;-1,215
"*commentDate_3-2-2026";1,315;-1,315
"*i_0542";26,873;-26,873
"*postComments_176";33,4;-33,4
"*postReposts_8";5,659;-5,659
"*commentLikes_285";-0,761;0,761
"*commentLikes_233";0,038;-0,038
"*commentLikes_35";-2,75;2,75
"*commentLikes_105";-0,119;0,119
"*commentLikes_53";-0,357;0,357
"*i_0543";-10,45;10,45
"*postLikes_5700";-4,692;4,692
"*postComments_220";-10,45;10,45
"*postReposts_65";-8,141;8,141
"*commentLikes_136";-0,119;0,119
"*i_0545";-0,611;0,611
"*postComments_53";2,245;-2,245
"*postReposts_183";-0,611;0,611
"*i_0546";-0,119;0,119
"*postLikes_3700";1,727;-1,727
"*postComments_11";-0,106;0,106
"*postReposts_9";10,893;-10,893
"*i_0547";0,674;-0,674
"*postLikes_7900";0,302;-0,302
"*postReposts_26";1,686;-1,686
"*i_0549";10,753;-10,753
"*postComments_67";1,327;-1,327
"*commentLikes_37";-0,596;0,596
"*commentDate_4-12-2025";0,302;-0,302
"*i_0550";1,862;-1,862
"*postReposts_1";0,508;-0,508
"*i_0551";-3,075;3,075
"*postLikes_2100";20,399;-20,399
"*postComments_52";-9,538;9,538
"*postReposts_51";-5,117;5,117
"*i_0552";0,578;-0,578
"*postLikes_1400";46,321;-46,321
"*postDate_23-11-2025";-5,611;5,611
"*i_0553";8,469;-8,469
"*postLikes_25800";8,469;-8,469
"*postReposts_201";8,469;-8,469
"*commentLikes_31";1,231;-1,231
"*i_0554";-0,042;0,042
"*postLikes_3100";0,491;-0,491
"*postComments_109";-1,635;1,635
"*postReposts_153";1,213;-1,213
"*i_0555";-0,531;0,531
"*postLikes_14100";-0,531;0,531
"*postComments_138";0;0
"*postReposts_210";0,812;-0,812
"*commentLikes_342";-0,761;0,761
"*commentLikes_45";0,135;-0,135
"*commentLikes_75";-1,097;1,097
"*commentDate_28-11-2025";-0,54;0,54
"*i_0556";-11,188;11,188
"*postLikes_5600";-21,572;21,572
"*postComments_303";-11,188;11,188
"*postReposts_44";0,664;-0,664
"*commentLikes_55";0,151;-0,151
"*commentLikes_80";-0,042;0,042
"*commentLikes_49";0,023;-0,023
"*commentLikes_143";0,038;-0,038
"*i_0557";0,075;-0,075
"*postLikes_9100";-1,429;1,429
"*postComments_43";-2,512;2,512
"*postReposts_34";-1,984;1,984
"*commentLikes_64";-0,021;0,021
"*i_0558";-0,819;0,819
"*postComments_97";-0,819;0,819
"*i_0559";-3,672;3,672
"*postLikes_4200";-2,057;2,057
"*postComments_172";-3,672;3,672
"*postReposts_32";0,277;-0,277
"*commentLikes_224";-0,761;0,761
"*i_0560";-1,521;1,521
"*postComments_31";0,201;-0,201
"*i_0561";0,575;-0,575
"*postComments_15";1,288;-1,288
"*i_0563";-0,119;0,119
"*postComments_7";-0,819;0,819
"*postDate_24-11-2025";65,406;-65,406
"*commentDate_7-12-2025";0,038;-0,038
"*i_0564";1,151;-1,151
"*postLikes_4700";-1,271;1,271
"*i_0565";52,899;-52,899
"*postComments_94";94,1;-94,1
"*postReposts_6";6,639;-6,639
"*commentLikes_76";0;0
"*i_0566";12,077;-12,077
"*postReposts_62";13,73;-13,73
"*commentLikes_59";-0,106;0,106
"*i_0567";6,28;-6,28
"*postLikes_2300";6,662;-6,662
"*postComments_47";3,899;-3,899
"*commentLikes_89";-0,119;0,119
"*i_0569";0,038;-0,038
"*postLikes_11600";0,006;-0,006
"*postComments_91";0,449;-0,449
"*postReposts_233";0,038;-0,038
"*i_0577";1,315;-1,315
"*postReposts_20";-1,061;1,061
"*postDate_25-11-2025";0,075;-0,075
"*i_0587";-0,119;0,119
"*postComments_13";-3,779;3,779
"*postReposts_27";-1,047;1,047
"*i_0623";-0,761;0,761
"*postDate_28-11-2025";-2,282;2,282
"*i_0625";-0,761;0,761
"*postLikes_4600";-2,443;2,443
"*postComments_3";-0,54;0,54
"*i_0628";-0,761;0,761
"*postReposts_48";2,314;-2,314
"*i_0660";-0,761;0,761
"*postReposts_23";-20,683;20,683
"*postDate_1-12-2025";-0,761;0,761
"*i_0669";-3,804;3,804
"*postLikes_5900";-1,585;1,585
"*postComments_21";-4,103;4,103
"*postDate_2-12-2025";-3,804;3,804
"*i_0696";-0,21;0,21
"*postLikes_8300";-9,949;9,949
"*postDate_4-12-2025";-0,21;0,21
"*commentLikes_66";6,577;-6,577
"*i_0708";-0,761;0,761
"*postLikes_2800";-4,571;4,571
"*postDate_5-12-2025";-0,761;0,761
"*i_0716";-0,761;0,761
"*postLikes_606";-0,761;0,761
"*postComments_4";0,075;-0,075
"*postDate_6-12-2025";-2,282;2,282
"*commentDate_6-12-2025";-1,521;1,521
"*i_0717";-0,761;0,761
"*postLikes_12200";-0,011;0,011
"*i_0719";-0,761;0,761
"*postLikes_6500";-0,119;0,119
"*i_0744";3,941;-3,941
"*postLikes_1600";0,138;-0,138
"*postReposts_30";-0,017;0,017
"*postDate_8-12-2025";3,941;-3,941
"*commentDate_8-12-2025";3,941;-3,941
"*i_0751";-0,761;0,761
"*postLikes_4900";3,39;-3,39
"*postDate_9-12-2025";-0,761;0,761
"*commentDate_9-12-2025";-0,761;0,761
"*i_0762";0,34;-0,34
"*postLikes_6700";5,032;-5,032
"*postReposts_42";-2,392;2,392
"*postDate_10-12-2025";1,085;-1,085
"*commentDate_10-12-2025";1,726;-1,726
"*commentLikes_116";3,946;-3,946
"*commentLikes_422";-0,761;0,761
"*commentDate_15-12-2025";0,151;-0,151
"*commentDate_11-12-2025";0,779;-0,779
"*i_0765";0,795;-0,795
"*postLikes_11100";-5,515;5,515
"*postComments_149";-0,101;0,101
"*postReposts_60";8,394;-8,394
"*commentDate_13-12-2025";-1,722;1,722
"*i_0766";0,151;-0,151
"*postReposts_11";8,756;-8,756
"*i_0767";0,002;-0,002
"*postLikes_27100";0,235;-0,235
"*postComments_170";0,002;-0,002
"*postReposts_187";0,002;-0,002
"*commentDate_17-1-2026";1,315;-1,315
"*commentDate_12-12-2025";0,757;-0,757
"*commentDate_14-12-2025";3,946;-3,946
"*commentDate_21-12-2025";-0,021;0,021
"*i_0775";0,674;-0,674
"*postComments_36";-0,047;0,047
"*postDate_11-12-2025";5,706;-5,706
"*i_0776";3,338;-3,338
"*postComments_188";3,338;-3,338
"*postReposts_77";-11,805;11,805
"*i_0777";4,951;-4,951
"*postComments_85";0;0
"*postReposts_68";4,951;-4,951
"*commentDate_22-12-2025";2,63;-2,63
"*i_0778";0,826;-0,826
"*postLikes_11200";0,826;-0,826
"*postReposts_86";3,461;-3,461
"*commentLikes_77";-1,097;1,097
"*commentDate_17-12-2025";0,075;-0,075
"*commentDate_16-12-2025";0,674;-0,674
"*i_0779";-0,476;0,476
"*postLikes_3500";3,752;-3,752
"*postComments_45";-3,235;3,235
"*i_0791";-1,521;1,521
"*postDate_12-12-2025";-1,521;1,521
"*i_0818";-0,761;0,761
"*postComments_9";-1,641;1,641
"*postDate_14-12-2025";-0,761;0,761
"*i_0856";-1,521;1,521
"*postLikes_2400";2,363;-2,363
"*postDate_17-12-2025";-1,521;1,521
"*i_0872";-0,761;0,761
"*postLikes_874";-0,761;0,761
"*postDate_19-12-2025";-1,722;1,722
"*commentDate_19-12-2025";-1,097;1,097
"*i_0876";-0,761;0,761
"*i_0880";-0,54;0,54
"*commentDate_24-12-2025";-0,761;0,761
"*i_0886";2,63;-2,63
"*postDate_20-12-2025";1,649;-1,649
"*commentDate_20-12-2025";0,674;-0,674
"*i_0888";0,038;-0,038
"*i_0906";1,315;-1,315
"*postLikes_6600";-4,727;4,727
"*postDate_21-12-2025";1,315;-1,315
"*i_0939";29,399;-29,399
"*postComments_132";29,399;-29,399
"*postReposts_79";28,969;-28,969
"*postDate_25-12-2025";16,129;-16,129
"*commentDate_2-1-2026";-1,097;1,097
"*commentDate_8-1-2026";-0,54;0,54
"*commentDate_25-12-2025";15,07;-15,07
"*commentLikes_153";2,63;-2,63
"*commentDate_30-12-2025";2,783;-2,783
"*commentDate_1-1-2026";-0,819;0,819
"*commentDate_26-12-2025";6,092;-6,092
"*commentDate_28-12-2025";4,131;-4,131
"*i_0940";-1,047;1,047
"*postLikes_7000";-0,318;0,318
"*postComments_74";-1,047;1,047
"*commentDate_27-12-2025";-7,884;7,884
"*i_0941";-0,357;0,357
"*postLikes_2200";4,13;-4,13
"*i_0942";2,275;-2,275
