"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14"
"babiole";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"aws";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;2,208;-0,294;-0,309;-0,153;-0,314;-0,411
"aviv";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;2,208;-0,294;2,042;-0,153;-0,314;1,28
"avancement";4,775;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;11,655;-0,153;-0,314;-0,411
"avalanche";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;-0,293;-0,294;-0,309;5,257;-0,314;-0,411
"auxiliaire";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;2,198;-0,309;5,257;1,991;-0,411
"autisme";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;5,257;1,991;-0,411
"atténuer";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;11,655;-0,153;-0,314;-0,411
"attraction";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;-0,309;5,257;-0,314;-0,411
"atterrir";-0,166;-0,293;-0,032;5,345;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;-0,314;-0,411
"atterrer";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;5,491;-0,293;-0,294;2,042;5,257;-0,314;-0,411
"attentivement";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;5,491;-0,293;-0,294;-0,309;5,257;-0,314;1,28
"atlas";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;2,042;5,257;1,991;-0,411
"atf";-0,166;-0,293;-0,032;59,502;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"astéroïde";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;-0,356;5,491;2,208;-0,294;-0,309;-0,153;-0,314;-0,411
"astuce";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;2,208;-0,294;-0,309;-0,153;-0,314;-0,411
"astreindre";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;2,208;-0,294;-0,309;5,257;-0,314;-0,411
"asthme";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;2,208;2,198;-0,309;-0,153;-0,314;1,28
"assigner";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;2,198;-0,309;5,257;-0,314;-0,411
"assemblée";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;5,491;-0,293;-0,294;-0,309;5,257;1,991;-0,411
"assc";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;12,301;-0,309;-0,153;1,991;-0,411
"aspirateur";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"asphyxier";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;1,28
"asphalte";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;11,44;-0,411
"asloca";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;2,208;12,301;-0,309;-0,153;-0,314;-0,411
"ascension";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;1,28
"arrondir";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;2,198;-0,309;5,257;1,991;-0,411
"armurerie";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;12,301;-0,309;5,257;-0,314;-0,411
"armoire";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;2,042;5,257;-0,314;-0,411
"arf";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;2,042;-0,153;1,991;-0,411
"ardoise";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;12,301;-0,309;-0,153;-0,314;-0,411
"archamps";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;5,491;-0,293;-0,294;2,042;-0,153;-0,314;-0,411
"arbitre";-0,166;-0,293;29,811;5,345;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"aprés";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;2,208;-0,294;-0,309;-0,153;1,991;-0,411
"appréciation";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;1,637;5,491;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"approvisionnement";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;-0,293;-0,294;2,042;-0,153;-0,314;-0,411
"appropriation";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;1,28
"appliqué";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;12,301;2,042;-0,153;-0,314;-0,411
"apple";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;2,208;2,198;-0,309;-0,153;-0,314;-0,411
"apart";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;2,208;-0,294;-0,309;-0,153;-0,314;1,28
"anxiété";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;2,198;-0,309;5,257;-0,314;-0,411
"antérieur";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;1,28
"antoinette";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;1,28
"antifas";-0,166;-0,293;-0,032;25,129;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;1,28
"anticipation";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;-0,309;-0,153;-0,314;-0,411
"anti_aérien";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;12,301;-0,309;-0,153;-0,314;-0,411
"anorexie";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;2,208;-0,294;-0,309;-0,153;1,991;-0,411
"anomalie";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;5,257;1,991;-0,411
"annecy";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"animosité";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;11,44;-0,411
"animer";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;2,208;-0,294;-0,309;-0,153;1,991;-0,411
"animaliste";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;60,831;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"animalier";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;5,491;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"ancestral";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;5,257;-0,314;1,28
"amsterdam";-0,166;-0,293;-0,032;5,345;-0,037;-0,33;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"amortir";-0,166;-0,293;-0,032;5,345;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;2,042;-0,153;-0,314;-0,411
"amical";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;2,208;-0,294;2,042;-0,153;-0,314;1,28
"ambassade";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;5,491;-0,293;2,198;-0,309;-0,153;-0,314;1,28
"always";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;8,436
"alpiniste";-0,166;-0,293;-0,032;-0,151;-0,037;27,243;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"allègrement";-0,166;-0,293;-0,032;5,345;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;-0,314;1,28
"allumé";-0,166;-0,293;-0,032;5,345;-0,037;1,84;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"allaiter";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"aliéner";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;21,879
"aliens";4,775;12,347;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"alexandrina";-0,166;-0,293;-0,032;59,502;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"alex";4,775;-0,293;-0,032;5,345;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;1,28
"alcohol";-0,166;2,209;-0,032;-0,151;25,576;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"alarmer";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;11,44;-0,411
"ajuster";-0,166;-0,293;-0,032;-0,151;-0,037;10,811;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;-0,314;-0,411
"aisance";-0,166;-0,293;-0,032;-0,151;106,241;-0,33;-0,356;-0,148;-0,293;-0,294;2,042;-0,153;-0,314;-0,411
"airlines";4,775;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;2,042;-0,153;-0,314;-0,411
"ahhhh";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;11,44;-0,411
"aggressions";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;8,436
"agglomération";-0,166;-0,293;-0,032;5,345;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;2,042;-0,153;-0,314;-0,411
"afro_américain";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;1,991;-0,411
"affûter";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;1,991;-0,411
"affront";-0,166;-0,293;29,811;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;-0,309;-0,153;-0,314;-0,411
"affolant";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;1,991;-0,411
"affichage";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;-0,293;2,198;-0,309;-0,153;-0,314;-0,411
"affection";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;11,44;-0,411
"affabulation";-0,166;-0,293;-0,032;5,345;-0,037;-0,33;-0,356;5,491;-0,293;-0,294;-0,309;5,257;-0,314;-0,411
"adéquation";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;-0,148;-0,293;2,198;-0,309;-0,153;-0,314;-0,411
"admiratif";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;5,491;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"adjacent";-0,166;-0,293;-0,032;5,345;-0,037;-0,33;-0,356;-0,148;2,208;-0,294;-0,309;-0,153;-0,314;1,28
"adhérent";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;5,491;-0,293;2,198;2,042;-0,153;-0,314;-0,411
"addor";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;25,719;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"addict";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"adage";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;2,198;-0,309;-0,153;1,991;-0,411
"actu";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;2,208;-0,294;-0,309;5,257;1,991;-0,411
"acné";-0,166;-0,293;-0,032;5,345;-0,037;1,84;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"achete";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;2,042;-0,153;-0,314;-0,411
"ace";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;8,436
"accusateur";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;5,491;2,208;-0,294;-0,309;5,257;-0,314;-0,411
"accru";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;5,491;-0,293;2,198;-0,309;-0,153;-0,314;-0,411
"acc";-0,166;2,209;-0,032;-0,151;-0,037;1,84;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"abstentions";-0,166;2,209;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;2,208;-0,294;-0,309;5,257;-0,314;-0,411
"abruti";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;1,991;-0,411
"aboyer";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;2,042;-0,153;-0,314;1,28
"aboutissant";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;-0,356;-0,148;-0,293;-0,294;-0,309;5,257;1,991;-0,411
"abnégation";-0,166;-0,293;-0,032;-0,151;-0,037;10,811;-0,356;-0,148;-0,293;2,198;-0,309;-0,153;-0,314;-0,411
"abaissement";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;25,311;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"a_priori";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;2,198;2,042;5,257;-0,314;-0,411
"a1";-0,166;-0,293;-0,032;-0,151;106,241;-0,33;1,637;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"80km";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;2,208;-0,294;-0,309;-0,153;-0,314;-0,411
"6h30";4,775;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;12,301;-0,309;-0,153;-0,314;-0,411
"6b_655";-0,166;-0,293;-0,032;59,502;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"5j";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"500k";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;29,146;-0,153;-0,314;-0,411
"4ans";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;2,198;-0,309;-0,153;-0,314;8,436
"3d";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"322septies";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;-0,309;24,772;1,991;-0,411
"22h";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;-0,309;5,257;-0,314;-0,411
"20x";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;9,955;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;1,28
"20km";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;25,311;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"20k";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;30,603;-0,309;-0,153;-0,314;-0,411
"200k";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;2,198;11,655;-0,153;-0,314;-0,411
"1mio";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;2,208;-0,294;11,655;-0,153;-0,314;-0,411
"16h";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;1,637;-0,148;-0,293;2,198;2,042;-0,153;-0,314;-0,411
"100x";-0,166;-0,293;-0,032;-0,151;-0,037;1,84;1,637;5,491;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"100km";-0,166;-0,293;-0,032;-0,151;-0,037;-0,33;25,311;-0,148;-0,293;-0,294;-0,309;-0,153;-0,314;-0,411
"100k";4,775;-0,293;-0,032;-0,151;-0,037;-0,33;-0,356;-0,148;-0,293;-0,294;11,655;-0,153;-0,314;-0,411
"être";-1448,467;-879,248;0;70,851;0,71;111,491;7,722;31,258;-0,147;19,521;23,97;118,556;154,771;15,301
"de";-1435,495;-1286,085;0,544;51,319;0,024;29,306;88,159;7,714;-0,663;135,456;89,018;120,615;104,805;5,144
"la";-767,227;-688,708;0,677;264,686;-2,836;-1,328;13,577;29,844;-16,118;21,365;83,119;69,77;30,775;40,458
"les";-834,142;-847,18;0,612;44,159;-5,388;45,847;111,716;0,125;-68,339;278,082;98,79;3,544;0,052;52,493
"et";-783,126;-1006,871;3,527;44,417;6,073;25,642;76,314;-0,258;-51,811;104,213;79,362;16,394;44,516;85,322
"avoir";-759,399;-433,986;0,24;81,924;0,478;22,609;0,006;0,038;20,253;29,548;4,645;9,224;43,628;57,828
"le";-611,304;-557,683;3,241;-0,012;-0,071;7,343;32,009;-0,05;-0,92;100,71;10,326;20,32;48,682;88,274
"pas";-757,846;-527,794;-4,282;31,378;26,015;32,567;0,089;0,39;9,194;15,778;54,66;48,48;162,219;-0,298
"des";-580,884;-605,158;-1,834;49,468;-0,524;2,564;33,01;-0,686;-35,337;112,363;33,235;31,606;11,609;136,322
"ne";-621,648;-637,442;-7,952;55,829;3,887;6,118;0,074;-3,132;-6,345;5,542;32,434;142,675;275,023;28,282
"à";-401,966;-485,281;-0,082;8,964;0,741;23,744;40,909;-0,333;-0,172;35,799;30,246;53,519;61,842;-1,056
"que";-530,062;-562,861;-0,494;17,158;-3,1;16,292;0;-0,004;10,519;28,586;52,701;76,716;221,829;-5,128
"en";-532,395;-411,222;22,213;11,559;8,978;13,794;128,63;-12,15;-16,525;66,141;116,841;4,029;9,522;-0,159
"c";-419,031;-219,585;-3,465;3,277;-0,627;57,78;8,121;12,809;8,691;2,698;10,375;29,689;79,191;-14,982
"l";-495,613;-484,115;62,32;-8,906;22,862;33,032;46,599;0,968;-13,092;28,397;52,284;114,152;1,632;14,397
"pour";-309,289;-399,765;-2,045;15,865;-0,335;32,503;27,68;-3,427;-11,238;169,42;100,624;-0,044;8,836;-2,021
"un";-391,473;-319,305;-1,277;-1,627;12,238;45,47;13,132;-0,901;-1,623;23,838;18,167;83,629;19,078;10,458
"d";-454,581;-515,34;1,317;-0,024;7,636;24,078;25,983;12,251;-2,425;58,421;21,282;63,182;25,747;5,658
"qui";-448,509;-475,173;-9,426;28,13;0,507;-0,478;0,375;6,44;-0,662;53,012;131,698;26,221;36,623;19,856
"on";-269,502;-210,578;-1,569;0,736;-0,077;32,357;13,769;1,953;-0,816;67,539;49,335;10,247;39,435;-38,917
"une";-290,221;-309,761;-0,195;69,046;13,638;50,292;8,959;-4,924;-10,985;6,869;16,854;139,234;37,972;-14,571
"faire";-278,218;-205,513;-0,977;48,566;-0,001;17,746;0,022;-0,005;4,031;20,894;41,823;7,088;43,969;-12,44
"il";-310,867;-242,48;-1,128;17,673;6,898;2,674;19,135;-1,641;-0,09;7,496;8,013;49,18;61,444;1,475
"vous";-154,105;-147,586;-18,019;17,208;-0,155;-5,62;-49,548;6,323;108,651;-23,923;-0,363;72,928;117,732;28,722
"je";-209,523;-95,963;-0,768;-3,73;7,727;29,369;-3,921;-1,359;140,125;6,534;-6,346;78,428;190,472;-141,042
"ce";-262,903;-308,836;-13,794;7,921;-2,912;0,951;0,001;-0,354;21,724;-0,309;3,373;118,467;178,356;1,94
"mais";-258,847;-169,021;-0,481;2,301;-1,222;16,556;23,645;-0,441;3,918;12,559;9,201;24,201;99,589;-32,49
"plus";-219,014;-211,918;11,182;-12,808;0,798;15,279;58,368;-4,668;-23,366;117,554;187,39;0,984;4,059;-30,46
"qu";-250,23;-243,354;-0,771;1,24;-0,036;11,142;-0,622;-0,057;2,282;7,643;28,841;14,532;72,509;10,173
"ça";-202,871;-59,697;-0,682;0,316;-0,676;26,456;0,246;2,732;12,842;26,905;9,706;-0,027;80,69;-64,446
"du";-210,939;-166,5;258,574;-7,687;-1,949;0;26,513;-7,24;-0,656;13,242;22,176;8,238;1,825;30,651
"dans";-240,375;-250,632;-1,628;13,843;-0,007;20,825;17,775;-6,706;-0,105;24,633;15,911;24,697;61,612;-4,097
"ils";-161,312;-114,312;-0,271;28,469;0,011;-5,361;0,109;-7,077;-2,071;18,596;70,441;-6,143;4,349;63,207
"sur";-179,737;-150,858;0,349;2,476;-1,794;-2,944;62,469;-1,027;22,802;1,486;11,731;97,947;8,565;-12,712
"y";-156,654;-102,062;-0,2;17,59;1,523;15,08;40,933;-1,195;-0,223;0,823;0,006;4,418;15,238;0,014
"si";-175,514;-147,809;0,223;16,433;3,084;14,019;-0,059;-0,511;0,172;31,021;36,592;5,318;55,272;-28,152
"au";-130,543;-128,383;9,908;2,082;-1,003;1,279;21,419;0,717;-0,31;14,372;4,852;-0,42;22,259;2,388
"se";-164,057;-185,764;9,545;15,057;0,017;26,266;0,08;0,391;0,453;-0,323;2,241;3,748;73,099;1,799
"tout";-86,66;-121,178;-0,582;2,366;-8,662;8,491;4,502;0,567;0,279;7,449;4,571;2,103;70,946;-5,053
"avec";-120,96;-116,556;3,09;2,254;0,008;11,689;23,664;-1,52;3,788;15,509;8,584;20,798;0,261;-7,728
"pouvoir";-158,828;-164,964;0,63;12,19;-0,082;1,456;5,135;-1,108;-0,497;42,369;9,653;13,382;59,904;-5,738
"par";-156,14;-178,298;0,423;5,769;-15,381;0,064;11,233;-1,114;-42,257;98,643;24,73;3,481;-0,298;78,447
"bien";-63,385;-62,97;-1,376;1,51;-1,408;11,742;-0,191;0,009;14,963;7,702;4,134;11,936;20,471;-19,61
"ou";-133,779;-138,515;16,484;2,709;-0,267;36,804;35,036;-0,01;-4,636;12,728;1,04;40,815;5,524;-12,695
"tu";-94,492;-29,902;0,591;2,513;34,692;0,625;-40,483;3,329;115,484;-5,281;6,425;4,246;30,951;-14,086
"dire";-97,639;-53,482;-12,342;0,188;0,437;0,043;-12,165;21,086;19,847;-4,526;1,396;22,153;56,161;0,875
"comme";-125,442;-99,369;1,086;1,956;1,265;9,998;-0,02;14,388;-1,928;0,531;8,743;27,563;19,073;0,003
"j";-45,682;-6,86;-5,188;-1,612;2,883;11,146;2,356;0,811;82,125;0,716;-6,836;9,907;18,454;-89,962
"même";-116,387;-100,193;0,265;1,403;17,749;12,438;2,249;-0,994;0,344;14,788;3,08;3,347;32,965;-4,232
"s";-110,078;-99,847;-10,192;27,051;-0,59;7,842;-0,911;1,219;0,574;-0,119;12,248;14,617;21,492;1,429
"non";-77,728;-52,056;-0,632;50,486;0,005;7,942;-1,46;-0,758;-0,995;1,781;8,091;1,679;6,791;0,972
"nous";-65,5;-65,141;-1,773;-0,063;-0,988;12,336;-0,052;-0,158;-5,424;35,317;32,868;1,215;42,075;-16,712
"falloir";-91,362;-74,34;0,626;5,245;3,866;0,09;2,958;0,297;5,45;21,723;20,99;-0,056;8,875;-11,103
"quand";-82,86;-65,756;0,102;7,782;-0,623;2,477;0,44;0,237;4,294;12,145;0,795;4,816;8,549;-0,227
"ces";-80,939;-106,898;-4,255;22,288;-1,525;2,712;0,174;-0,616;-3,503;0,997;9,373;3,849;24,951;16,032
"personne";-90,977;-110,492;-11,396;71,8;0,087;4,442;-0,665;0,175;-4,559;0,384;9,605;8,227;31,245;1,723
"leur";-85,872;-117,126;-0,831;5,068;6,384;31,703;0,23;-3,221;-2,56;4,666;70,101;-2,168;3,196;0,483
"devoir";-88,879;-89,509;-0,142;24,979;0,39;18,216;-1,787;-1,087;-0,542;38,241;9,944;-0,979;31,218;-6,702
"vouloir";-63,575;-69,602;-0,524;5,968;16,479;21,128;-4,318;-1,449;0,201;2,211;26,082;0,003;16,72;-2,072
"aussi";-64,666;-55,659;-0,479;-0,224;-0,007;28,366;42,64;-6,089;-7,723;14,112;3,221;0;5,634;-2,188
"rien";-76,081;-56,752;-0,469;26,932;-3,786;-0,686;-0,374;3,217;5,252;-0,032;5,526;5,826;47,224;-2,344
"donc";-85,753;-116,921;0,124;12,89;-0,558;4,479;0,692;0,002;-4,151;11,239;47,448;6,824;2,113;0,228
"bon";-17,255;-20,385;-1,529;-12,444;5,469;-2,788;10,062;-0,067;31,182;0,296;-1,65;1,358;37,246;-9,388
"oui";-39,994;-15,093;0,073;2,764;1,96;0,776;0,133;0,7;-0,314;0,691;1,705;0,08;5,785;0,387
"aux";-53,004;-81,873;-0,171;21,52;-1,472;5,742;4,29;1,841;-20,927;41,989;39,243;-0,101;-1,281;-0,482
"savoir";-62,961;-45,888;-3,21;0,653;24,65;0,086;-0,987;0,123;16,48;1,318;-0,024;13,056;37,173;-4,574
"cette";-51,602;-50,886;-6,677;0,498;-0,237;13,799;-13,776;0;0,026;4,19;4,98;19,412;36,572;-0,256
"alors";-75,178;-42,072;6,132;0,463;-0,99;0,322;-1,818;0,008;0,369;13,236;12,972;4,913;10,887;0,002
"tous";-24,899;-52,174;-1,963;-0,862;0,173;5,187;9,127;0,084;-5,028;4,915;2,434;-1,662;5,378;8,385
"sans";-63,895;-57,971;-10,546;17,174;2,398;0,027;13,34;-1,514;0,156;3,773;4,289;26,943;0,841;-1,101
"elle";-21,576;-39,654;1,885;21,534;1,122;30,893;-5,524;19,423;-0,203;-13,075;-1,565;13,358;0,833;0,298
"encore";-61,021;-3,196;-1,95;-2,455;1,161;8,562;-0,09;-2,41;2,184;1,54;16,183;2,103;0,199;-0,511
"t";-50,49;-2,457;-3,696;2,331;1,883;-0,059;-12,825;15,156;53,937;-1,112;-0,048;0,073;8,403;-2,697
"votre";-18,573;-58,329;-7,974;-1,125;0,29;-1,086;-14,871;-0,387;81,291;-8,902;-7,543;96,117;31,128;2,965
"quoi";-48,935;-6,235;-2,681;4,206;1,806;-0,174;-3,384;0,111;1,404;-1,505;0,059;-0,005;81,666;-0,455
"autres";-58,335;-63,166;4,775;-0,172;0,175;2,567;4,433;-1,612;-1,979;3,166;12,118;4,792;33,606;-1,245
